0, 0.237, 526
1, 0.769, -1000
2, 0.751, -1000
3, 0.765, -1000
4, 0.761, -1000
5, 0.767, -1000
6, 0.759, -1000
7, 0.77, -1000
8, 0.757, -1000
9, 0.75, -1000
10, 0.753, -1000
11, 0.76, -1000
12, 0.735, -1000
13, 0.752, -1000
14, 0.777, -1000
15, 0.748, -1000
16, 0.771, -1000
17, 0.767, -1000
18, 0.766, -1000
19, 0.766, -1000
20, 0.759, -1000
21, 0.756, -1000
22, 0.76, -1000
23, 0.755, -1000
24, 0.753, -1000
25, 0.786, -1000
26, 0.766, -1000
27, 0.763, -1000
28, 0.769, -1000
29, 0.74, -1000
30, 0.755, -1000
31, 0.737, -1000
32, 0.761, -1000
33, 0.781, -1000
34, 0.744, -1000
35, 0.766, -1000
36, 0.756, -1000
37, 0.761, -1000
38, 0.768, -1000
39, 0.753, -1000
40, 0.743, -1000
41, 0.775, -1000
42, 0.758, -1000
43, 0.771, -1000
44, 0.764, -1000
45, 0.742, -1000
46, 0.743, -1000
47, 0.747, -1000
48, 0.767, -1000
49, 0.749, -1000
50, 0.768, -1000
51, 0.751, -1000
52, 0.74, -1000
53, 0.777, -1000
54, 0.769, -1000
55, 0.722, -1000
56, 0.776, -1000
57, 0.771, -1000
58, 0.765, -1000
59, 0.757, -1000
60, 0.776, -1000
61, 0.752, -1000
62, 0.785, -1000
63, 0.769, -1000
64, 0.76, -1000
65, 0.748, -1000
66, 0.761, -1000
67, 0.762, -1000
68, 0.761, -1000
69, 0.761, -1000
70, 0.766, -1000
71, 0.733, -1000
72, 0.761, -1000
73, 0.773, -1000
74, 0.757, -1000
75, 0.747, -1000
76, 0.775, -1000
77, 0.487, 26
78, 0.259, 482
79, 0.23, 540
80, 0, 532
81, 0.237, 526
82, 0.248, 504
83, 0.241, 518
84, 0.211, 578
85, 0.249, 502
86, 0.209, 582
87, 0.242, 516
88, 0.233, 534
89, 0.244, 512
90, 0.228, 544
91, 0.509, -18
92, 0.236, 528
93, 0.254, 492
94, 0.249, 502
95, 0.256, 488
96, 0.249, 502
97, 0.238, 524
98, 0.244, 512
99, 0.249, 502
100, 0.242, 516
101, 0.259, 482
102, 0, 506
103, 0.233, 534
104, 0.497, 6
105, 0.24, 520
106, 0.242, 516
107, 0.236, 528
108, 0.238, 524
109, 0.224, 552
110, 0.225, 550
111, 0.25, 500
112, 0.229, 542
113, 0.23, 540
114, 0.232, 536
115, 0.21, 580
116, 0.255, 490
117, 0.239, 522
118, 0.258, 484
119, 0.245, 510
120, 0.264, 472
121, 0, 542
122, 0.244, 512
123, 0.257, 486
124, 0.247, 506
125, 0, 500
126, 0.252, 496
127, 0.254, 492
128, 0.208, 584
129, 0.244, 512
130, 0.223, 554
131, 0.239, 522
132, 0.746, -492
133, 0.251, 498
134, 0.22, 560
135, 0.239, 522
136, 0.252, 496
137, 0.222, 556
138, 1, -1000
139, 1, -1000
140, 1, -1000
141, 1, -1000
142, 1, -1000
143, 0.492, 16
144, 0.229, 542
145, 0.245, 510
146, 0.243, 514
147, 0.252, 496
148, 0.448, 104
149, 0.243, 514
